0	[rates, understand, rates, calculated]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[]
0.22222222	[rates, understand, rates, calculated]	[know, understand, work, flow, product]	[understand]
0	[rates, understand, rates, calculated]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[]
0	[rates, understand, rates, calculated]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[]
0	[rates, understand, rates, calculated]	[desired, work, package, work, work, packages, tab]	[]
0	[rates, understand, rates, calculated]	[click, update]	[]
0	[rates, understand, rates, calculated]	[make, desired, changes, work, package]	[]
0	[rates, understand, rates, calculated]	[changes, include, moving, work, package, state, work, flow]	[]
0	[rates, understand, rates, calculated]	[declaring, approval, content, associated, work, package]	[]
0	[rates, understand, rates, calculated]	[adjusting, hours, spent, current, stage, work, flow]	[]
0	[rates, understand, rates, calculated]	[adding, note, work, package, information]	[]
0	[rates, understand, rates, calculated]	[approving, content, select, state, work, flow, select, approval, option]	[]
0	[rates, understand, rates, calculated]	[click, save]	[]
0	[rates, understand, rates, calculated]	[work, package, updated]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[know, understand, work, flow, product]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[desired, work, package, work, work, packages, tab]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[click, update]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[make, desired, changes, work, package]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[changes, include, moving, work, package, state, work, flow]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[declaring, approval, content, associated, work, package]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[adjusting, hours, spent, current, stage, work, flow]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[adding, note, work, package, information]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[approving, content, select, state, work, flow, select, approval, option]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[click, save]	[]
0	[description, rates, displayed, various, items, cordap, dashboard, resource, usage]	[work, package, updated]	[]
0	[following, tables, descriptions, various, rates]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[]
0	[following, tables, descriptions, various, rates]	[know, understand, work, flow, product]	[]
0	[following, tables, descriptions, various, rates]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[]
0	[following, tables, descriptions, various, rates]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[]
0	[following, tables, descriptions, various, rates]	[desired, work, package, work, work, packages, tab]	[]
0	[following, tables, descriptions, various, rates]	[click, update]	[]
0	[following, tables, descriptions, various, rates]	[make, desired, changes, work, package]	[]
0	[following, tables, descriptions, various, rates]	[changes, include, moving, work, package, state, work, flow]	[]
0	[following, tables, descriptions, various, rates]	[declaring, approval, content, associated, work, package]	[]
0	[following, tables, descriptions, various, rates]	[adjusting, hours, spent, current, stage, work, flow]	[]
0	[following, tables, descriptions, various, rates]	[adding, note, work, package, information]	[]
0	[following, tables, descriptions, various, rates]	[approving, content, select, state, work, flow, select, approval, option]	[]
0	[following, tables, descriptions, various, rates]	[click, save]	[]
0	[following, tables, descriptions, various, rates]	[work, package, updated]	[]
0.06896552	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work]
0.10526316	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[know, understand, work, flow, product]	[work]
0.06451613	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work]
0.14814815	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, packages]
0.1904762	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[desired, work, package, work, work, packages, tab]	[work, packages]
0	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[click, update]	[]
0.10526316	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[make, desired, changes, work, package]	[work]
0.09090909	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[changes, include, moving, work, package, state, work, flow]	[work]
0.1	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[declaring, approval, content, associated, work, package]	[work]
0.0952381	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.10526316	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[adding, note, work, package, information]	[work]
0.08695652	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[click, save]	[]
0.11764706	[dashboard, rates, rate, description, example, release, status, indicates, overall, progress, work, packages, iterations, release]	[work, package, updated]	[work]
0.06451613	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work]
0.0952381	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[know, understand, work, flow, product]	[work]
0.060606062	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work]
0.13793103	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, packages]
0.17391305	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[desired, work, package, work, work, packages, tab]	[work, packages]
0	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[click, update]	[]
0.0952381	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[make, desired, changes, work, package]	[work]
0.083333336	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[changes, include, moving, work, package, state, work, flow]	[work]
0.09090909	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[declaring, approval, content, associated, work, package]	[work]
0.17391305	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[adjusting, hours, spent, current, stage, work, flow]	[hours, work]
0.0952381	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[adding, note, work, package, information]	[work]
0.08	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[click, save]	[]
0.10526316	[instance, wp, 3, 0, 50, hours, complete, 48, iteration, status, indicates, overall, progress, work, packages, iteration]	[work, package, updated]	[work]
0.1904762	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, package, work, package]
0.0625	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[know, understand, work, flow, product]	[work]
0.13636364	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, package, work]
0.2	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, hours, work, package]
0.1764706	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[desired, work, package, work, work, packages, tab]	[work, package, work]
0	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[click, update]	[]
0.125	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[make, desired, changes, work, package]	[work, package]
0.17142858	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[changes, include, moving, work, package, state, work, flow]	[work, package, work]
0.121212125	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[declaring, approval, content, associated, work, package]	[work, package]
0.11764706	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[adjusting, hours, spent, current, stage, work, flow]	[hours, work]
0.125	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[adding, note, work, package, information]	[work, package]
0.055555556	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[click, save]	[]
0.13333334	[instance, wp, 1, 70, 100, hours, complete, wp, 2, 50, 100, hours, complete, 60, work, package, indicates, progress, based, number, hours, completed, number, hours, remaining, work, package]	[work, package, updated]	[work, package]
0.083333336	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work]
0.14285715	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[know, understand, work, flow, product]	[work]
0.07692308	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work]
0.18181819	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, packages]
0.25	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[desired, work, package, work, work, packages, tab]	[work, packages]
0	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[click, update]	[]
0.14285715	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[make, desired, changes, work, package]	[work]
0.11764706	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[changes, include, moving, work, package, state, work, flow]	[work]
0.13333334	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[declaring, approval, content, associated, work, package]	[associated]
0.125	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.14285715	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[adding, note, work, package, information]	[work]
0.11111111	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[click, save]	[]
0.16666667	[70, deliverable, indicates, overall, progress, work, packages, associated, deliverable]	[work, package, updated]	[work]
0.09756097	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, assigned]
0.06451613	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[know, understand, work, flow, product]	[work]
0.046511628	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work]
0.102564104	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[hours, work]
0.060606062	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[desired, work, package, work, work, packages, tab]	[work]
0	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[click, update]	[]
0.06451613	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[make, desired, changes, work, package]	[work]
0.05882353	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[changes, include, moving, work, package, state, work, flow]	[work]
0.0625	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[declaring, approval, content, associated, work, package]	[work]
0.121212125	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[adjusting, hours, spent, current, stage, work, flow]	[hours, work]
0.06451613	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[adding, note, work, package, information]	[work]
0.057142857	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[click, save]	[]
0.06896552	[instance, wp, 1, 70, 100, hours, complete, wp, 3, 0, 50, hours, complete, 47, resource, usage, rates, rate, description, example, resource, shows, work, release, assigned, resource]	[work, package, updated]	[work]
0.17391305	[calculated, using, release, hours, information, release, resource, used]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[hours, information]
0	[calculated, using, release, hours, information, release, resource, used]	[know, understand, work, flow, product]	[]
0	[calculated, using, release, hours, information, release, resource, used]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[]
0.0952381	[calculated, using, release, hours, information, release, resource, used]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[hours]
0	[calculated, using, release, hours, information, release, resource, used]	[desired, work, package, work, work, packages, tab]	[]
0	[calculated, using, release, hours, information, release, resource, used]	[click, update]	[]
0	[calculated, using, release, hours, information, release, resource, used]	[make, desired, changes, work, package]	[]
0	[calculated, using, release, hours, information, release, resource, used]	[changes, include, moving, work, package, state, work, flow]	[]
0	[calculated, using, release, hours, information, release, resource, used]	[declaring, approval, content, associated, work, package]	[]
0.13333334	[calculated, using, release, hours, information, release, resource, used]	[adjusting, hours, spent, current, stage, work, flow]	[hours]
0.15384616	[calculated, using, release, hours, information, release, resource, used]	[adding, note, work, package, information]	[information]
